date,district,week_of_year,dengue_index,respiratory_index,rainfall_index
2025-06-09,Polonnaruwa,24,15.5,1.1,24.1
2025-06-16,Polonnaruwa,25,41.9,0.0,0.0
2025-06-23,Polonnaruwa,26,41.3,2.0,23.5
2025-06-30,Polonnaruwa,27,46.3,2.6,8.0
2025-07-07,Polonnaruwa,28,43.8,8.9,3.8
2025-07-14,Polonnaruwa,29,32.2,2.2,16.1
2025-07-21,Polonnaruwa,30,34.5,2.6,22.1
2025-07-28,Polonnaruwa,31,42.6,10.4,1.6
2025-08-04,Polonnaruwa,32,30.0,6.4,25.0
2025-08-11,Polonnaruwa,33,31.4,3.3,25.6
2025-08-18,Polonnaruwa,34,23.6,9.7,18.5
2025-08-25,Polonnaruwa,35,15.3,6.3,9.3
2025-09-01,Polonnaruwa,36,14.8,13.3,8.2
2025-09-08,Polonnaruwa,37,3.0,13.8,28.3
2025-09-15,Polonnaruwa,38,0.0,29.6,2.9
2025-09-22,Polonnaruwa,39,0.0,23.7,28.6
2025-09-29,Polonnaruwa,40,0.0,21.3,48.3
2025-10-06,Polonnaruwa,41,0.0,22.4,49.0
2025-10-13,Polonnaruwa,42,0.0,27.6,32.9
2025-10-20,Polonnaruwa,43,3.6,30.0,48.5
2025-10-27,Polonnaruwa,44,0.0,37.0,56.1
2025-11-03,Polonnaruwa,45,2.8,37.2,36.6
2025-11-10,Polonnaruwa,46,10.7,42.8,55.0
2025-11-17,Polonnaruwa,47,7.8,40.4,50.9
2025-11-24,Polonnaruwa,48,24.6,48.4,43.6
2025-12-01,Polonnaruwa,49,22.7,49.4,78.5
2025-12-08,Polonnaruwa,50,20.1,45.0,48.0
2025-12-15,Polonnaruwa,51,30.5,36.7,73.5
2025-12-22,Polonnaruwa,52,16.2,39.2,86.2
2024-01-01,Puttalam,1,26.5,48.7,81.4
2024-01-08,Puttalam,2,34.5,43.2,69.7
2024-01-15,Puttalam,3,36.3,44.5,65.2
2024-01-22,Puttalam,4,31.2,36.9,82.3
2024-01-29,Puttalam,5,40.0,36.4,85.5
2024-02-05,Puttalam,6,42.0,37.2,82.6
2024-02-12,Puttalam,7,38.5,43.2,61.5
2024-02-19,Puttalam,8,39.7,32.6,65.0
2024-02-26,Puttalam,9,32.9,47.4,40.1
2024-03-04,Puttalam,10,25.9,38.1,24.4
2024-03-11,Puttalam,11,16.9,34.2,19.3
2024-03-18,Puttalam,12,25.6,26.6,29.2
2024-03-25,Puttalam,13,8.1,36.3,32.1
2024-04-01,Puttalam,14,20.5,38.2,16.3
2024-04-08,Puttalam,15,14.9,24.0,24.2
2024-04-15,Puttalam,16,8.9,20.0,31.3
2024-04-22,Puttalam,17,4.6,23.0,10.4
2024-04-29,Puttalam,18,19.3,15.4,18.1
2024-05-06,Puttalam,19,8.8,10.3,6.9
2024-05-13,Puttalam,20,17.8,6.3,8.2
2024-05-20,Puttalam,21,13.1,19.8,12.4
2024-05-27,Puttalam,22,19.4,0.0,22.8
2024-06-03,Puttalam,23,15.7,7.8,14.8
2024-06-10,Puttalam,24,28.4,0.0,11.5
2024-06-17,Puttalam,25,34.6,2.9,18.5
2024-06-24,Puttalam,26,47.6,2.9,6.5
2024-07-01,Puttalam,27,48.6,0.0,22.3
2024-07-08,Puttalam,28,33.6,4.4,29.3
2024-07-15,Puttalam,29,51.0,0.0,17.2
2024-07-22,Puttalam,30,45.0,0.0,16.0
2024-07-29,Puttalam,31,36.8,8.8,21.7
2024-08-05,Puttalam,32,30.1,8.2,0.0
2024-08-12,Puttalam,33,21.7,4.5,23.4
2024-08-19,Puttalam,34,25.7,6.4,49.0
2024-08-26,Puttalam,35,9.0,11.7,16.8
2024-09-02,Puttalam,36,5.9,10.8,16.8
2024-09-09,Puttalam,37,7.3,16.6,25.4
2024-09-16,Puttalam,38,4.5,18.4,34.5
2024-09-23,Puttalam,39,0.0,26.0,27.7
2024-09-30,Puttalam,40,0.0,26.8,28.4
2024-10-07,Puttalam,41,0.0,32.1,55.6
2024-10-14,Puttalam,42,0.0,19.0,75.7
2024-10-21,Puttalam,43,4.1,29.1,56.2
2024-10-28,Puttalam,44,0.6,36.8,38.5
2024-11-04,Puttalam,45,3.7,44.0,52.8
2024-11-11,Puttalam,46,7.7,42.0,37.2
2024-11-18,Puttalam,47,22.1,44.8,62.3
2024-11-25,Puttalam,48,23.9,51.6,40.4
2024-12-02,Puttalam,49,30.3,42.4,70.7
2024-12-09,Puttalam,50,27.6,43.7,61.4
2024-12-16,Puttalam,51,29.4,53.2,64.5
2024-12-23,Puttalam,52,36.2,42.0,84.9
2024-12-30,Puttalam,1,24.6,51.7,71.0
2025-01-06,Puttalam,2,38.3,46.7,64.4
2025-01-13,Puttalam,3,27.4,47.2,58.5
2025-01-20,Puttalam,4,27.2,42.4,51.3
2025-01-27,Puttalam,5,26.3,44.8,57.5
2025-02-03,Puttalam,6,21.1,44.4,71.1
2025-02-10,Puttalam,7,33.0,41.6,79.8
2025-02-17,Puttalam,8,27.7,40.7,64.4
2025-02-24,Puttalam,9,32.4,32.4,37.7
2025-03-03,Puttalam,10,31.4,40.1,14.8
2025-03-10,Puttalam,11,34.9,43.2,19.6
2025-03-17,Puttalam,12,16.7,35.5,11.2
2025-03-24,Puttalam,13,14.9,23.2,31.9
2025-03-31,Puttalam,14,0.9,19.2,43.0
2025-04-07,Puttalam,15,17.3,15.8,4.4
2025-04-14,Puttalam,16,17.6,20.0,18.5
2025-04-21,Puttalam,17,8.0,12.6,34.6
2025-04-28,Puttalam,18,11.5,26.5,3.5
2025-05-05,Puttalam,19,22.4,9.4,23.7
2025-05-12,Puttalam,20,8.6,8.8,30.2
2025-05-19,Puttalam,21,10.5,4.6,18.8
2025-05-26,Puttalam,22,23.1,3.8,23.5
2025-06-02,Puttalam,23,14.3,2.3,35.6
2025-06-09,Puttalam,24,29.7,0.0,37.5
2025-06-16,Puttalam,25,38.3,7.5,17.4
2025-06-23,Puttalam,26,46.6,14.4,12.7
2025-06-30,Puttalam,27,48.8,10.9,8.8
2025-07-07,Puttalam,28,58.4,4.8,27.8
2025-07-14,Puttalam,29,41.4,10.0,4.3
2025-07-21,Puttalam,30,41.0,4.8,15.5
2025-07-28,Puttalam,31,30.1,7.0,19.0
2025-08-04,Puttalam,32,28.6,4.0,13.0
2025-08-11,Puttalam,33,30.1,7.5,20.8
2025-08-18,Puttalam,34,7.5,0.0,43.6
2025-08-25,Puttalam,35,7.4,8.9,16.8
2025-09-01,Puttalam,36,16.4,17.4,13.6
2025-09-08,Puttalam,37,5.5,20.7,28.2
2025-09-15,Puttalam,38,0.0,24.0,20.4
2025-09-22,Puttalam,39,0.0,27.6,32.4
2025-09-29,Puttalam,40,0.0,24.1,51.6
2025-10-06,Puttalam,41,0.0,14.2,47.5
2025-10-13,Puttalam,42,0.0,29.6,32.2
2025-10-20,Puttalam,43,1.1,41.7,33.8
2025-10-27,Puttalam,44,0.0,43.9,31.6
2025-11-03,Puttalam,45,0.0,30.4,53.8
2025-11-10,Puttalam,46,2.1,39.5,36.4
2025-11-17,Puttalam,47,7.6,42.6,62.6
2025-11-24,Puttalam,48,23.0,48.3,50.3
2025-12-01,Puttalam,49,24.2,41.8,67.6
2025-12-08,Puttalam,50,22.9,52.6,61.6
2025-12-15,Puttalam,51,11.3,38.1,76.2
2025-12-22,Puttalam,52,26.5,40.1,62.0
2024-01-01,Ratnapura,1,19.8,46.8,47.4
2024-01-08,Ratnapura,2,28.6,38.5,48.7
2024-01-15,Ratnapura,3,34.0,60.0,43.4
2024-01-22,Ratnapura,4,6.4,45.3,50.6
2024-01-29,Ratnapura,5,16.7,42.4,56.3
2024-02-05,Ratnapura,6,20.7,47.5,47.6
2024-02-12,Ratnapura,7,24.2,37.3,45.5
2024-02-19,Ratnapura,8,21.2,41.9,48.3
2024-02-26,Ratnapura,9,14.5,28.5,49.9
2024-03-04,Ratnapura,10,34.4,33.5,32.6
2024-03-11,Ratnapura,11,22.1,28.7,54.6
2024-03-18,Ratnapura,12,21.1,38.0,45.5
2024-03-25,Ratnapura,13,27.9,16.0,62.6
2024-04-01,Ratnapura,14,13.3,19.6,55.9
2024-04-08,Ratnapura,15,25.2,9.1,61.7
2024-04-15,Ratnapura,16,29.7,12.6,39.9
2024-04-22,Ratnapura,17,35.5,23.3,46.3
2024-04-29,Ratnapura,18,18.5,10.4,67.6
2024-05-06,Ratnapura,19,14.5,8.0,72.9
2024-05-13,Ratnapura,20,25.3,0.0,92.5
2024-05-20,Ratnapura,21,28.1,0.0,94.9
2024-05-27,Ratnapura,22,33.8,3.9,68.5
2024-06-03,Ratnapura,23,38.9,5.2,75.4
2024-06-10,Ratnapura,24,34.5,2.8,79.2
2024-06-17,Ratnapura,25,44.4,0.0,85.9
2024-06-24,Ratnapura,26,53.5,0.0,62.4
2024-07-01,Ratnapura,27,66.6,2.9,64.0
2024-07-08,Ratnapura,28,63.6,0.0,84.9
2024-07-15,Ratnapura,29,58.1,0.0,60.5
2024-07-22,Ratnapura,30,55.6,0.0,75.5
2024-07-29,Ratnapura,31,48.2,0.0,81.6
2024-08-05,Ratnapura,32,39.1,0.0,84.2
2024-08-12,Ratnapura,33,55.5,5.1,78.6
2024-08-19,Ratnapura,34,36.9,0.0,76.3
2024-08-26,Ratnapura,35,34.3,0.0,88.4
2024-09-02,Ratnapura,36,30.4,4.9,82.9
2024-09-09,Ratnapura,37,31.6,1.5,73.5
2024-09-16,Ratnapura,38,18.5,11.5,80.4
2024-09-23,Ratnapura,39,3.4,7.6,83.8
2024-09-30,Ratnapura,40,7.6,20.3,87.2
2024-10-07,Ratnapura,41,14.1,26.4,77.9
2024-10-14,Ratnapura,42,0.8,18.6,82.1
2024-10-21,Ratnapura,43,0.0,36.6,63.9
2024-10-28,Ratnapura,44,3.3,39.3,64.8
2024-11-04,Ratnapura,45,10.4,35.7,67.6
2024-11-11,Ratnapura,46,11.7,39.6,68.6
2024-11-18,Ratnapura,47,21.0,37.9,59.9
2024-11-25,Ratnapura,48,32.8,37.4,82.7
2024-12-02,Ratnapura,49,21.2,46.3,58.8
2024-12-09,Ratnapura,50,32.4,48.8,46.9
2024-12-16,Ratnapura,51,22.9,39.8,56.4
2024-12-23,Ratnapura,52,32.5,54.7,52.2
2024-12-30,Ratnapura,1,30.2,44.5,57.2
2025-01-06,Ratnapura,2,21.9,56.2,36.6
2025-01-13,Ratnapura,3,23.0,43.8,48.5
2025-01-20,Ratnapura,4,30.2,45.7,49.4
2025-01-27,Ratnapura,5,33.2,36.7,56.2
2025-02-03,Ratnapura,6,25.9,54.4,43.7
2025-02-10,Ratnapura,7,25.0,43.6,25.0
2025-02-17,Ratnapura,8,14.1,46.1,39.2
2025-02-24,Ratnapura,9,10.9,36.3,49.4
2025-03-03,Ratnapura,10,12.4,41.8,50.6
2025-03-10,Ratnapura,11,29.7,28.7,66.8
2025-03-17,Ratnapura,12,16.3,35.3,55.8
2025-03-24,Ratnapura,13,25.8,19.9,50.8
2025-03-31,Ratnapura,14,14.2,19.3,49.7
2025-04-07,Ratnapura,15,14.5,14.7,61.0
2025-04-14,Ratnapura,16,27.4,15.5,44.1
2025-04-21,Ratnapura,17,28.4,10.2,48.6
2025-04-28,Ratnapura,18,21.6,17.6,69.1
2025-05-05,Ratnapura,19,20.5,3.6,94.2
2025-05-12,Ratnapura,20,19.3,8.4,83.9
2025-05-19,Ratnapura,21,33.4,5.6,72.9
2025-05-26,Ratnapura,22,32.4,0.6,78.9
2025-06-02,Ratnapura,23,41.1,0.0,85.1
2025-06-09,Ratnapura,24,52.2,0.0,77.5
2025-06-16,Ratnapura,25,58.1,0.0,74.7
2025-06-23,Ratnapura,26,58.0,0.0,73.5
2025-06-30,Ratnapura,27,58.8,0.0,83.4
2025-07-07,Ratnapura,28,61.3,0.0,76.4
2025-07-14,Ratnapura,29,59.6,0.0,75.5
2025-07-21,Ratnapura,30,59.8,0.0,66.6
2025-07-28,Ratnapura,31,54.6,0.0,80.8
2025-08-04,Ratnapura,32,61.9,3.0,78.2
2025-08-11,Ratnapura,33,47.8,5.6,76.8
2025-08-18,Ratnapura,34,26.8,0.0,82.0
2025-08-25,Ratnapura,35,28.6,0.0,87.5
2025-09-01,Ratnapura,36,24.0,6.4,87.0
2025-09-08,Ratnapura,37,25.8,2.6,85.5
2025-09-15,Ratnapura,38,16.6,12.4,77.6
2025-09-22,Ratnapura,39,11.0,13.2,74.3
2025-09-29,Ratnapura,40,11.5,20.5,59.6
2025-10-06,Ratnapura,41,11.2,19.4,64.1
2025-10-13,Ratnapura,42,0.6,25.2,70.2
2025-10-20,Ratnapura,43,0.0,32.7,62.1
2025-10-27,Ratnapura,44,2.6,17.7,71.0
2025-11-03,Ratnapura,45,0.0,41.5,60.3
2025-11-10,Ratnapura,46,22.7,48.0,53.4
2025-11-17,Ratnapura,47,18.8,30.5,78.2
2025-11-24,Ratnapura,48,21.5,40.8,65.3
2025-12-01,Ratnapura,49,25.4,54.1,41.6
2025-12-08,Ratnapura,50,41.0,49.9,39.1
2025-12-15,Ratnapura,51,20.4,39.7,54.2
2025-12-22,Ratnapura,52,29.0,45.6,63.7
2024-01-01,Trincomalee,1,42.5,50.4,67.1
2024-01-08,Trincomalee,2,29.4,50.7,74.8
2024-01-15,Trincomalee,3,21.1,43.2,64.1
2024-01-22,Trincomalee,4,39.1,33.3,71.5
2024-01-29,Trincomalee,5,30.6,46.5,55.6
2024-02-05,Trincomalee,6,41.3,30.5,80.9
2024-02-12,Trincomalee,7,34.3,35.6,69.0
2024-02-19,Trincomalee,8,29.6,28.2,81.6
2024-02-26,Trincomalee,9,22.2,43.2,20.0
2024-03-04,Trincomalee,10,25.8,42.2,20.6
2024-03-11,Trincomalee,11,10.0,31.3,9.9
2024-03-18,Trincomalee,12,11.0,33.2,29.6
2024-03-25,Trincomalee,13,9.3,31.2,13.2
2024-04-01,Trincomalee,14,21.1,32.8,17.1
2024-04-08,Trincomalee,15,10.1,18.5,22.0
2024-04-15,Trincomalee,16,13.6,22.9,23.2
2024-04-22,Trincomalee,17,5.8,15.9,4.9
2024-04-29,Trincomalee,18,10.6,15.0,15.7
2024-05-06,Trincomalee,19,4.9,15.4,26.0
2024-05-13,Trincomalee,20,3.1,3.4,14.2
2024-05-20,Trincomalee,21,13.8,8.0,15.8
2024-05-27,Trincomalee,22,3.5,3.5,19.6
2024-06-03,Trincomalee,23,17.5,3.4,16.7
2024-06-10,Trincomalee,24,28.7,2.2,7.7
2024-06-17,Trincomalee,25,41.8,5.5,17.6
2024-06-24,Trincomalee,26,30.2,1.5,27.9
2024-07-01,Trincomalee,27,42.1,9.9,7.5
2024-07-08,Trincomalee,28,42.5,6.9,14.3
2024-07-15,Trincomalee,29,40.3,12.6,4.2
2024-07-22,Trincomalee,30,48.1,3.5,27.4
2024-07-29,Trincomalee,31,32.4,7.8,17.1
2024-08-05,Trincomalee,32,35.0,16.4,9.5
2024-08-12,Trincomalee,33,27.5,6.4,18.9
2024-08-19,Trincomalee,34,15.3,6.5,6.0
2024-08-26,Trincomalee,35,17.0,10.5,7.7
2024-09-02,Trincomalee,36,9.2,11.4,3.4
2024-09-09,Trincomalee,37,0.0,25.8,7.3
2024-09-16,Trincomalee,38,0.0,29.4,31.6
2024-09-23,Trincomalee,39,0.0,26.1,10.7
2024-09-30,Trincomalee,40,0.0,25.4,54.7
2024-10-07,Trincomalee,41,0.0,31.8,41.6
2024-10-14,Trincomalee,42,0.0,36.1,57.6
2024-10-21,Trincomalee,43,0.0,42.7,39.7
2024-10-28,Trincomalee,44,6.0,25.0,50.4
2024-11-04,Trincomalee,45,15.7,33.8,50.5
2024-11-11,Trincomalee,46,18.2,35.7,73.3
2024-11-18,Trincomalee,47,22.3,36.8,56.3
2024-11-25,Trincomalee,48,33.7,42.7,44.1
2024-12-02,Trincomalee,49,34.4,42.8,76.9
2024-12-09,Trincomalee,50,26.8,28.8,91.4
2024-12-16,Trincomalee,51,30.6,48.3,53.7
2024-12-23,Trincomalee,52,36.8,50.4,61.6
2024-12-30,Trincomalee,1,21.9,45.1,67.6
2025-01-06,Trincomalee,2,33.6,33.6,65.8
2025-01-13,Trincomalee,3,31.8,42.6,66.7
2025-01-20,Trincomalee,4,22.3,46.5,57.0
2025-01-27,Trincomalee,5,35.4,44.7,84.0
2025-02-03,Trincomalee,6,24.3,46.6,55.8
2025-02-10,Trincomalee,7,38.4,38.1,68.0
2025-02-17,Trincomalee,8,20.6,31.3,80.5
2025-02-24,Trincomalee,9,33.4,40.7,21.7
2025-03-03,Trincomalee,10,25.9,31.4,12.2
2025-03-10,Trincomalee,11,19.5,34.9,8.5
2025-03-17,Trincomalee,12,13.6,39.2,19.7
2025-03-24,Trincomalee,13,2.7,30.6,14.4
2025-03-31,Trincomalee,14,12.9,28.3,24.1
2025-04-07,Trincomalee,15,19.8,19.1,8.0
2025-04-14,Trincomalee,16,18.6,24.7,30.1
2025-04-21,Trincomalee,17,9.3,17.0,23.2
2025-04-28,Trincomalee,18,19.5,17.1,19.9
2025-05-05,Trincomalee,19,18.5,13.7,32.4
2025-05-12,Trincomalee,20,8.1,16.3,13.6
2025-05-19,Trincomalee,21,24.7,10.6,10.7
2025-05-26,Trincomalee,22,3.1,7.0,12.5
2025-06-02,Trincomalee,23,19.6,0.0,16.1
2025-06-09,Trincomalee,24,23.5,0.0,17.1
2025-06-16,Trincomalee,25,36.4,5.1,9.7
2025-06-23,Trincomalee,26,27.9,6.9,0.0
2025-06-30,Trincomalee,27,38.6,5.7,12.4
2025-07-07,Trincomalee,28,35.4,0.0,21.6
2025-07-14,Trincomalee,29,36.9,0.1,19.4
2025-07-21,Trincomalee,30,42.6,2.9,30.0
2025-07-28,Trincomalee,31,37.4,0.1,37.6
2025-08-04,Trincomalee,32,34.8,18.1,25.6
2025-08-11,Trincomalee,33,28.6,3.7,31.8
2025-08-18,Trincomalee,34,42.6,11.7,25.7
2025-08-25,Trincomalee,35,9.3,14.7,35.1
2025-09-01,Trincomalee,36,3.1,17.5,36.5
2025-09-08,Trincomalee,37,3.3,14.8,27.5
2025-09-15,Trincomalee,38,8.7,23.1,25.1
2025-09-22,Trincomalee,39,0.0,26.8,15.9
2025-09-29,Trincomalee,40,0.0,25.6,49.6
2025-10-06,Trincomalee,41,0.0,26.7,46.6
2025-10-13,Trincomalee,42,3.9,31.8,56.2
2025-10-20,Trincomalee,43,0.0,33.7,42.8
2025-10-27,Trincomalee,44,1.0,28.1,48.1
2025-11-03,Trincomalee,45,0.4,41.3,26.4
2025-11-10,Trincomalee,46,6.0,38.2,67.2
2025-11-17,Trincomalee,47,8.9,45.4,47.8
2025-11-24,Trincomalee,48,32.1,43.2,54.6
2025-12-01,Trincomalee,49,14.1,48.4,84.6
2025-12-08,Trincomalee,50,23.5,42.0,73.0
2025-12-15,Trincomalee,51,31.3,39.2,84.4
2025-12-22,Trincomalee,52,39.2,53.1,57.6
2024-01-01,Vavuniya,1,24.6,41.6,74.4
2024-01-08,Vavuniya,2,37.8,44.7,68.9
2024-01-15,Vavuniya,3,21.0,45.6,76.2
2024-01-22,Vavuniya,4,26.3,50.5,70.7
2024-01-29,Vavuniya,5,27.2,47.2,68.1
2024-02-05,Vavuniya,6,39.9,35.3,73.4
2024-02-12,Vavuniya,7,27.3,40.8,65.6
2024-02-19,Vavuniya,8,24.9,37.1,72.5
2024-02-26,Vavuniya,9,26.3,39.4,24.0
2024-03-04,Vavuniya,10,30.0,37.8,28.0
2024-03-11,Vavuniya,11,16.2,33.5,15.8
2024-03-18,Vavuniya,12,13.1,31.0,29.1
2024-03-25,Vavuniya,13,12.5,28.9,12.9
2024-04-01,Vavuniya,14,18.7,18.5,16.3
2024-04-08,Vavuniya,15,7.5,23.1,16.7
2024-04-15,Vavuniya,16,7.8,30.5,11.3
2024-04-22,Vavuniya,17,13.1,17.2,32.2
2024-04-29,Vavuniya,18,8.5,17.1,8.3
2024-05-06,Vavuniya,19,10.4,13.3,11.0
2024-05-13,Vavuniya,20,4.9,7.4,30.6
2024-05-20,Vavuniya,21,0.0,3.8,12.3
2024-05-27,Vavuniya,22,26.0,11.2,16.1
2024-06-03,Vavuniya,23,26.8,13.6,7.9
2024-06-10,Vavuniya,24,30.8,0.4,26.3
2024-06-17,Vavuniya,25,24.0,7.5,26.5
2024-06-24,Vavuniya,26,41.0,13.8,25.4
2024-07-01,Vavuniya,27,41.8,11.4,23.4
2024-07-08,Vavuniya,28,44.5,9.1,18.7
2024-07-15,Vavuniya,29,55.0,0.0,12.8
2024-07-22,Vavuniya,30,38.8,0.0,9.9
2024-07-29,Vavuniya,31,29.1,6.6,30.9
2024-08-05,Vavuniya,32,29.7,5.8,25.6
2024-08-12,Vavuniya,33,34.5,0.3,11.1
2024-08-19,Vavuniya,34,30.6,8.9,18.4
2024-08-26,Vavuniya,35,14.5,16.7,15.0
2024-09-02,Vavuniya,36,14.6,16.9,6.7
2024-09-09,Vavuniya,37,0.0,18.5,19.8
2024-09-16,Vavuniya,38,0.0,16.8,13.8
2024-09-23,Vavuniya,39,0.0,23.9,8.5
2024-09-30,Vavuniya,40,0.0,28.1,35.2
2024-10-07,Vavuniya,41,0.0,25.8,34.4
2024-10-14,Vavuniya,42,0.0,35.2,46.3
2024-10-21,Vavuniya,43,0.0,31.9,49.1
2024-10-28,Vavuniya,44,0.0,37.8,41.2
2024-11-04,Vavuniya,45,10.9,39.0,56.5
2024-11-11,Vavuniya,46,10.5,42.2,49.3
2024-11-18,Vavuniya,47,9.5,36.0,55.8
2024-11-25,Vavuniya,48,21.6,39.7,48.2
2024-12-02,Vavuniya,49,18.4,33.5,62.1
2024-12-09,Vavuniya,50,14.4,41.4,71.1
2024-12-16,Vavuniya,51,26.2,41.7,57.4
2024-12-23,Vavuniya,52,29.8,41.3,75.4
2024-12-30,Vavuniya,1,31.8,45.1,60.6
2025-01-06,Vavuniya,2,34.8,44.0,79.2
2025-01-13,Vavuniya,3,17.8,43.8,66.6
2025-01-20,Vavuniya,4,24.3,40.7,80.6
2025-01-27,Vavuniya,5,23.5,45.2,58.8
2025-02-03,Vavuniya,6,24.1,41.2,63.2
2025-02-10,Vavuniya,7,29.1,42.2,73.8
2025-02-17,Vavuniya,8,22.4,34.4,81.7
2025-02-24,Vavuniya,9,31.2,46.1,38.7
2025-03-03,Vavuniya,10,23.6,33.7,22.4
2025-03-10,Vavuniya,11,36.4,31.4,40.4
2025-03-17,Vavuniya,12,3.4,30.2,19.1
2025-03-24,Vavuniya,13,3.5,29.3,33.0
2025-03-31,Vavuniya,14,18.6,23.6,12.6
2025-04-07,Vavuniya,15,15.1,27.7,26.2
2025-04-14,Vavuniya,16,1.3,17.4,0.0
2025-04-21,Vavuniya,17,14.5,15.8,10.8
2025-04-28,Vavuniya,18,6.2,8.7,22.7
2025-05-05,Vavuniya,19,12.5,14.3,4.9
2025-05-12,Vavuniya,20,18.1,11.1,22.3
2025-05-19,Vavuniya,21,10.7,0.0,27.1
2025-05-26,Vavuniya,22,17.6,5.8,13.0
2025-06-02,Vavuniya,23,22.3,11.9,8.3
2025-06-09,Vavuniya,24,21.5,11.4,13.3
2025-06-16,Vavuniya,25,39.1,8.2,8.3
2025-06-23,Vavuniya,26,30.8,0.0,17.0
2025-06-30,Vavuniya,27,45.0,2.7,19.0
2025-07-07,Vavuniya,28,38.4,8.8,14.9
2025-07-14,Vavuniya,29,38.3,0.0,34.7
2025-07-21,Vavuniya,30,43.7,0.0,10.8
2025-07-28,Vavuniya,31,42.4,8.5,31.9
2025-08-04,Vavuniya,32,32.4,14.5,7.6
2025-08-11,Vavuniya,33,38.3,8.5,18.7
2025-08-18,Vavuniya,34,3.4,3.4,29.8
2025-08-25,Vavuniya,35,18.2,3.7,29.3
2025-09-01,Vavuniya,36,7.8,18.0,13.8
2025-09-08,Vavuniya,37,11.7,14.7,23.6
2025-09-15,Vavuniya,38,0.0,20.4,22.2
2025-09-22,Vavuniya,39,0.0,24.3,12.6
2025-09-29,Vavuniya,40,0.0,17.6,56.2
2025-10-06,Vavuniya,41,0.0,24.9,68.6
2025-10-13,Vavuniya,42,0.0,32.0,54.7
2025-10-20,Vavuniya,43,1.4,34.5,55.7
2025-10-27,Vavuniya,44,0.9,35.0,56.7
2025-11-03,Vavuniya,45,1.0,35.7,35.4
2025-11-10,Vavuniya,46,18.4,41.6,54.6
2025-11-17,Vavuniya,47,5.3,43.6,39.8
2025-11-24,Vavuniya,48,10.1,41.1,44.1
2025-12-01,Vavuniya,49,25.7,37.8,91.6
2025-12-08,Vavuniya,50,21.9,28.2,67.5
2025-12-15,Vavuniya,51,33.1,46.6,62.6
2025-12-22,Vavuniya,52,31.0,47.4,81.5
